id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
371,Vale do Sol,ios web,Paid,1/1/23,1/1/23,,,,,
372,Vale do Sol,mac,Paid,1/29/23,,,,,,
373,Porto Seguro,ios web,Referral,1/15/23,,,,,,
374,Vale do Sol,windows,Organic,1/5/23,,,,,,
375,Porto Seguro,android web,Referral,1/1/23,1/3/23,1/5/23,,Subaru,Impreza,2012.0
376,Vale do Sol,mac,Paid,1/14/23,,,,,,
377,Vila Rica,windows,Referral,1/7/23,1/10/23,1/10/23,1/10/23,Lexus,RX,2005.0
378,Vila Rica,windows,Paid,1/25/23,,,,,,
379,Porto Seguro,mac,Organic,1/8/23,1/10/23,,,,,
380,Vale do Sol,ios web,Referral,1/14/23,1/15/23,,,,,
381,Porto Seguro,ios web,Paid,1/2/23,1/6/23,,,,,
382,Vale do Sol,ios web,Organic,1/3/23,1/7/23,,,,,
383,Porto Seguro,ios web,Paid,1/22/23,1/23/23,,,,,
384,Porto Seguro,mac,Paid,1/13/23,,,,,,
385,Vila Rica,android web,Referral,1/5/23,,,,,,
386,Vale do Sol,android web,Paid,1/11/23,1/11/23,1/14/23,,Mercedes-Benz,GLK-Class,2014.0
387,Vale do Sol,ios web,Paid,1/19/23,,,,,,
388,Vila Rica,android web,Referral,1/28/23,,,,,,
389,Vale do Sol,android web,Referral,1/30/23,,,,,,
390,Porto Seguro,ios web,Referral,1/26/23,,,,,,
391,Vale do Sol,mac,Organic,1/30/23,1/30/23,,,,,
392,Vila Rica,other,Referral,1/6/23,,,,,,
393,Vila Rica,other,Referral,1/23/23,1/24/23,,,,,
394,Vale do Sol,windows,Paid,1/22/23,1/23/23,,,,,
395,Vila Rica,android web,Organic,1/31/23,1/31/23,2/2/23,,Honda,Accord,2007.0
396,Porto Seguro,android web,Paid,1/21/23,,,,,,
397,Vila Rica,android web,Referral,1/8/23,1/12/23,,,,,
398,Vila Rica,ios web,Referral,1/9/23,1/10/23,,,,,
399,Vila Rica,android web,Referral,1/10/23,1/13/23,,,,,
400,Vale do Sol,ios web,Paid,1/25/23,1/25/23,,,,,
401,Vale do Sol,android web,Paid,1/10/23,,,,,,
402,Vale do Sol,android web,Paid,1/19/23,1/19/23,1/26/23,1/27/23,BMW,3-series,2014.0
403,Vale do Sol,ios web,Organic,1/20/23,,,,,,
404,Vale do Sol,windows,Referral,1/16/23,1/18/23,,,,,
405,Vila Rica,other,Paid,1/22/23,,,,,,
406,Vale do Sol,ios web,Referral,1/15/23,1/15/23,,,,,
407,Vila Rica,ios web,Paid,1/1/23,1/1/23,,,,,
408,Vila Rica,android web,Paid,1/11/23,,,,,,
409,Vale do Sol,ios web,Paid,1/17/23,,,,,,
410,Vila Rica,android web,Organic,1/14/23,,,,,,
411,Porto Seguro,ios web,Organic,1/22/23,,,,,,
412,Vila Rica,ios web,Paid,1/6/23,,,,,,
413,Vale do Sol,ios web,Referral,1/14/23,,,,,,
414,Vale do Sol,other,Organic,1/31/23,1/31/23,1/31/23,1/31/23,Honda,Accord,2015.0
415,Vale do Sol,mac,Paid,1/9/23,,,,,,
416,Vale do Sol,android web,Paid,1/10/23,,,,,,
417,Vale do Sol,mac,Referral,1/19/23,,,,,,
418,Porto Seguro,android web,Paid,1/25/23,1/25/23,1/25/23,,Honda,Accord,2011.0
419,Porto Seguro,other,Paid,1/21/23,,,,,,
420,Vale do Sol,android web,Referral,1/15/23,1/18/23,1/22/23,1/23/23,Toyota,Prius V,2013.0
421,Vale do Sol,android web,Referral,1/11/23,1/12/23,1/19/23,1/24/23,Toyota,Corolla,2016.0
422,Vale do Sol,windows,Organic,1/21/23,,,,,,
423,Vila Rica,mac,Paid,1/26/23,1/30/23,1/31/23,,Ford,Fusion,2016.0
424,Porto Seguro,ios web,Paid,1/4/23,1/7/23,,,,,
425,Vale do Sol,ios web,Organic,1/1/23,1/3/23,,,,,
426,Vale do Sol,android web,Paid,1/4/23,,,,,,
427,Vale do Sol,ios web,Paid,1/30/23,,,,,,
428,Vale do Sol,ios web,Paid,1/19/23,1/21/23,,,,,
429,Porto Seguro,android web,Paid,1/26/23,,,,,,
430,Vale do Sol,ios web,Organic,1/30/23,1/30/23,1/31/23,,Honda,Civic,2013.0
431,Vale do Sol,windows,Paid,1/31/23,,,,,,
432,Vale do Sol,ios web,Paid,1/12/23,1/15/23,,,,,
433,Vila Rica,ios web,Paid,1/30/23,1/30/23,1/31/23,2/14/23,BMW,X5,2015.0
434,Vila Rica,ios web,Paid,1/26/23,1/28/23,,,,,
435,Porto Seguro,ios web,Paid,1/24/23,1/27/23,,,,,
436,Porto Seguro,other,Paid,1/9/23,,,,,,
437,Vale do Sol,ios web,Paid,1/30/23,2/3/23,2/3/23,2/4/23,Toyota,Camry,2015.0
438,Vila Rica,windows,Paid,1/2/23,1/5/23,1/5/23,2/19/23,Nissan,Sentra,2015.0
439,Porto Seguro,android web,Organic,1/19/23,,,,,,
440,Vila Rica,mac,Referral,1/30/23,2/2/23,,,,,
441,Vale do Sol,mac,Organic,1/7/23,1/11/23,,,,,
442,Vila Rica,ios web,Paid,1/12/23,,,,,,
443,Porto Seguro,android web,Organic,1/20/23,1/20/23,,,,,
444,Vale do Sol,android web,Referral,1/25/23,,,,,,
445,Vila Rica,android web,Referral,1/1/23,1/5/23,,,,,
446,Vale do Sol,android web,Organic,1/20/23,1/21/23,,,,,
447,Vale do Sol,other,Paid,1/13/23,1/13/23,1/15/23,,Chrysler,300,2006.0
448,Porto Seguro,ios web,Paid,1/16/23,,,,,,
449,Vale do Sol,ios web,Referral,1/21/23,1/22/23,1/26/23,1/27/23,Toyota,Corolla,2010.0
450,Porto Seguro,android web,Paid,1/16/23,1/23/23,2/4/23,2/5/23,Ford,Expedition,2003.0
451,Vila Rica,windows,Organic,1/20/23,,,,,,
452,Vila Rica,mac,Referral,1/21/23,1/24/23,1/27/23,1/28/23,Toyota,Prius V,2015.0
453,Porto Seguro,ios web,Organic,1/25/23,1/26/23,1/26/23,,Volkswagen,Jetta SportWagen,2015.0
454,Vale do Sol,android web,Paid,1/22/23,,,,,,
455,Vale do Sol,android web,Paid,1/23/23,2/1/23,,,,,
456,Vale do Sol,ios web,Paid,1/12/23,,,,,,
457,Porto Seguro,windows,Paid,1/11/23,,,,,,
458,Vila Rica,other,Paid,1/20/23,1/20/23,,,,,
459,Vila Rica,ios web,Organic,1/30/23,1/30/23,,,,,
460,Vila Rica,android web,Paid,1/17/23,1/19/23,,,,,
461,Vila Rica,ios web,Referral,1/23/23,,,,,,
462,Vale do Sol,mac,Paid,1/24/23,1/28/23,,,,,
463,Vale do Sol,mac,Paid,1/13/23,1/13/23,1/16/23,,Honda,Civic,2015.0
464,Vale do Sol,ios web,Referral,1/23/23,1/27/23,1/28/23,2/23/23,GMC,Terrain,2016.0
465,Vale do Sol,ios web,Organic,1/21/23,1/21/23,,,,,
466,Vila Rica,ios web,Referral,1/25/23,,,,,,
467,Vale do Sol,windows,Organic,1/15/23,1/17/23,1/18/23,,Dodge,Stratus,2005.0
468,Porto Seguro,android web,Paid,1/13/23,1/15/23,1/19/23,,Honda,CR-V,2009.0
469,Vila Rica,android web,Paid,1/14/23,1/14/23,1/17/23,1/21/23,Nissan,Altima,2013.0
470,Vale do Sol,ios web,Paid,1/31/23,2/7/23,,,,,
471,Porto Seguro,android web,Referral,1/24/23,1/24/23,,,,,
472,Vale do Sol,android web,Organic,1/9/23,1/10/23,1/10/23,1/11/23,Chevrolet,Impala,2007.0
473,Vale do Sol,android web,Paid,1/17/23,1/17/23,1/19/23,1/20/23,Toyota,Prius V,2015.0
474,Porto Seguro,mac,Organic,1/27/23,,,,,,
475,Vale do Sol,windows,Referral,1/6/23,1/6/23,,,,,
476,Vila Rica,android web,Paid,1/28/23,,,,,,
477,Vale do Sol,ios web,Organic,1/17/23,1/17/23,,,,,
478,Vila Rica,ios web,Organic,1/13/23,1/19/23,,,,,
479,Vale do Sol,windows,Paid,1/26/23,1/27/23,1/28/23,,Kia,Soul,2014.0
480,Vale do Sol,mac,Referral,1/19/23,1/19/23,,,,,
481,Vale do Sol,mac,Paid,1/22/23,1/23/23,1/25/23,,Toyota,Corolla,2008.0
482,Vale do Sol,android web,Referral,1/15/23,,,,,,
483,Vale do Sol,mac,Referral,1/10/23,1/16/23,1/20/23,1/30/23,Toyota,4Runner,2005.0
484,Porto Seguro,android web,Paid,1/25/23,1/27/23,1/28/23,,Volkswagen,Passat,2012.0
485,Vila Rica,ios web,Referral,1/18/23,1/18/23,,,,,
486,Porto Seguro,ios web,Organic,1/20/23,,,,,,
487,Vale do Sol,mac,Paid,1/19/23,1/20/23,,,,,
488,Vale do Sol,windows,Organic,1/4/23,1/7/23,,,,,
489,Vale do Sol,mac,Referral,1/3/23,,,,,,
490,Vale do Sol,android web,Organic,1/24/23,1/26/23,1/28/23,2/2/23,Toyota,Corolla,2016.0
491,Porto Seguro,windows,Referral,1/27/23,1/30/23,,,,,
492,Vale do Sol,ios web,Referral,1/28/23,1/28/23,1/29/23,2/6/23,Nissan,Altima,2013.0
493,Vale do Sol,android web,Referral,1/12/23,1/16/23,,,,,
494,Vale do Sol,ios web,Organic,1/11/23,1/11/23,1/13/23,,Nissan,Altima,2016.0
495,Porto Seguro,ios web,Paid,1/9/23,1/9/23,1/9/23,,Honda,Odyssey,2013.0
496,Vale do Sol,ios web,Paid,1/12/23,1/12/23,1/15/23,1/29/23,Ford,Focus,2008.0
497,Vila Rica,android web,Paid,1/4/23,,,,,,
498,Vale do Sol,ios web,Referral,1/31/23,2/1/23,,,,,
499,Vila Rica,ios web,Organic,1/31/23,,,,,,
500,Vale do Sol,windows,Paid,1/13/23,,,,,,
501,Vila Rica,ios web,Organic,1/8/23,1/14/23,,,,,
502,Vale do Sol,ios web,Paid,1/1/23,,,,,,
503,Vila Rica,mac,Organic,1/25/23,1/27/23,2/2/23,,Nissan,Sentra,2013.0
504,Porto Seguro,ios web,Paid,1/12/23,1/12/23,,,,,
505,Porto Seguro,ios web,Paid,1/25/23,1/27/23,,,,,
506,Vila Rica,android web,Referral,1/7/23,1/8/23,,,,,
507,Vale do Sol,windows,Referral,1/30/23,2/3/23,2/3/23,2/3/23,Honda,Accord,2009.0
508,Vale do Sol,android web,Paid,1/20/23,1/20/23,1/23/23,1/23/23,Ford,F-150,2012.0
509,Vale do Sol,android web,Referral,1/20/23,1/21/23,1/25/23,,Acura,RDX,2005.0
510,Vila Rica,ios web,Paid,1/29/23,,,,,,
511,Porto Seguro,other,Referral,1/2/23,1/2/23,,,,,
512,Vila Rica,ios web,Paid,1/16/23,1/20/23,,,,,
513,Vale do Sol,ios web,Paid,1/8/23,,,,,,
514,Vale do Sol,android web,Referral,1/21/23,,,,,,
515,Vale do Sol,other,Organic,1/12/23,,,,,,
516,Vila Rica,android web,Organic,1/13/23,,,,,,
517,Vila Rica,windows,Paid,1/25/23,,,,,,
518,Vale do Sol,android web,Paid,1/7/23,1/16/23,,,,,
519,Vila Rica,ios web,Paid,1/26/23,1/26/23,,,,,
520,Vale do Sol,android web,Referral,1/13/23,1/14/23,1/18/23,1/21/23,Ford,Expedition,2015.0
521,Vila Rica,ios web,Referral,1/20/23,1/23/23,,,,,
522,Vila Rica,android web,Organic,1/4/23,1/4/23,1/7/23,,Dodge,Charger,2014.0
523,Vale do Sol,android web,Paid,1/12/23,1/12/23,1/14/23,,Mazda,MAZDA3,2011.0
524,Vila Rica,ios web,Organic,1/13/23,1/15/23,,,,,
525,Vila Rica,ios web,Paid,1/24/23,1/28/23,1/28/23,,GMC,Yukon,2004.0
526,Porto Seguro,android web,Paid,1/29/23,,,,,,
527,Vale do Sol,mac,Paid,1/27/23,,,,,,
528,Vale do Sol,windows,Organic,1/15/23,,,,,,
529,Vale do Sol,ios web,Referral,1/13/23,,,,,,
530,Vale do Sol,ios web,Referral,1/10/23,1/15/23,,,,,
531,Porto Seguro,android web,Referral,1/21/23,1/21/23,,,,,
532,Vale do Sol,windows,Organic,1/10/23,,,,,,
533,Porto Seguro,mac,Paid,1/23/23,,,,,,
534,Vale do Sol,ios web,Referral,1/21/23,1/27/23,,,,,
535,Vila Rica,windows,Paid,1/18/23,,,,,,
536,Vila Rica,android web,Paid,1/8/23,1/8/23,1/10/23,,Ford,Fusion,2016.0
537,Vale do Sol,ios web,Referral,1/11/23,1/12/23,,,,,
538,Vale do Sol,ios web,Referral,1/24/23,1/25/23,,,,,
539,Vila Rica,ios web,Referral,1/9/23,1/9/23,,,,,
540,Vila Rica,ios web,Referral,1/24/23,,,,,,
541,Vale do Sol,android web,Paid,1/9/23,1/9/23,,,,,
542,Vale do Sol,android web,Paid,1/31/23,,,,,,
543,Vale do Sol,ios web,Paid,1/13/23,1/14/23,,,,,
544,Vale do Sol,android web,Paid,1/2/23,1/4/23,,,,,
545,Vale do Sol,android web,Referral,1/19/23,1/22/23,,,,,
546,Vale do Sol,android web,Paid,1/14/23,,,,,,
547,Porto Seguro,ios web,Paid,1/8/23,1/9/23,1/12/23,,Honda,Accord,2009.0
548,Vale do Sol,ios web,Paid,1/31/23,1/31/23,,,,,
549,Vila Rica,ios web,Referral,1/31/23,2/1/23,2/2/23,2/3/23,Honda,Civic,2015.0
550,Vila Rica,android web,Referral,1/4/23,1/4/23,,,,,
551,Vale do Sol,mac,Paid,1/8/23,1/11/23,1/12/23,1/12/23,Honda,Civic,2013.0
552,Vale do Sol,android web,Organic,1/19/23,1/19/23,,,,,
553,Vale do Sol,android web,Paid,1/28/23,,,,,,
554,Vale do Sol,ios web,Referral,1/31/23,,,,,,
555,Vale do Sol,android web,Referral,1/9/23,1/10/23,,,,,
556,Porto Seguro,ios web,Referral,1/6/23,,,,,,
557,Vale do Sol,ios web,Paid,1/31/23,2/6/23,,,,,
558,Vale do Sol,windows,Paid,1/21/23,1/23/23,,,,,
559,Vale do Sol,windows,Referral,1/13/23,1/13/23,1/13/23,1/14/23,Mazda,MAZDA3,2014.0
560,Vila Rica,ios web,Referral,1/27/23,1/27/23,1/30/23,,Chevrolet,Cruze,2015.0
561,Porto Seguro,android web,Paid,1/1/23,,,,,,
562,Porto Seguro,ios web,Referral,1/6/23,1/11/23,1/13/23,1/14/23,Chevrolet,Equinox,2010.0
563,Vale do Sol,other,Referral,1/10/23,,,,,,
564,Vila Rica,ios web,Paid,1/16/23,,,,,,
565,Vila Rica,android web,Referral,1/23/23,,,,,,
566,Porto Seguro,android web,Paid,1/3/23,1/3/23,,,,,
567,Vila Rica,windows,Paid,1/29/23,1/31/23,,,,,
568,Vale do Sol,mac,Paid,1/1/23,1/1/23,,,,,
569,Vale do Sol,mac,Paid,1/10/23,1/10/23,1/10/23,,Kia,Sportage,2015.0
570,Vale do Sol,android web,Referral,1/7/23,1/7/23,1/14/23,2/7/23,Honda,Accord,2005.0
571,Vila Rica,ios web,Organic,1/27/23,,,,,,
572,Vila Rica,windows,Paid,1/2/23,,,,,,
573,Vale do Sol,ios web,Paid,1/15/23,,,,,,
574,Porto Seguro,android web,Paid,1/15/23,1/15/23,,,,,
575,Vila Rica,android web,Referral,1/20/23,1/23/23,1/23/23,,Toyota,RAV4,2015.0
576,Vila Rica,ios web,Paid,1/15/23,1/19/23,,,,,
577,Vale do Sol,ios web,Paid,1/5/23,1/5/23,,,,,
578,Vila Rica,windows,Organic,1/26/23,1/27/23,,,,,
579,Vale do Sol,mac,Referral,1/1/23,1/5/23,,,,,
580,Porto Seguro,windows,Referral,1/16/23,,,,,,
581,Vale do Sol,android web,Referral,1/1/23,1/1/23,,,,,
582,Vila Rica,ios web,Paid,1/21/23,1/21/23,,,,,
583,Vale do Sol,ios web,Paid,1/10/23,1/11/23,,,,,
584,Vale do Sol,windows,Paid,1/1/23,,,,,,
585,Vale do Sol,ios web,Referral,1/4/23,1/5/23,,,,,
586,Vale do Sol,mac,Paid,1/15/23,1/15/23,,,,,
587,Vale do Sol,ios web,Paid,1/21/23,1/21/23,1/25/23,2/15/23,Kia,Rio,2015.0
588,Vale do Sol,ios web,Paid,1/21/23,1/22/23,1/23/23,1/26/23,Honda,Civic,2012.0
589,Vale do Sol,android web,Organic,1/22/23,1/23/23,1/26/23,,Dodge,Dart,2015.0
590,Vale do Sol,android web,Paid,1/12/23,1/14/23,1/15/23,,Lexus,IS,2012.0
591,Porto Seguro,windows,Organic,1/8/23,1/8/23,,,,,
592,Porto Seguro,mac,Referral,1/18/23,1/19/23,1/23/23,2/1/23,Toyota,Prius,2015.0
593,Porto Seguro,ios web,Paid,1/25/23,2/2/23,,,,,
594,Vale do Sol,windows,Paid,1/28/23,2/1/23,,,,,
595,Porto Seguro,ios web,Paid,1/1/23,,,,,,
596,Vale do Sol,android web,Referral,1/31/23,2/1/23,,,,,
597,Vale do Sol,android web,Organic,1/31/23,1/31/23,,,,,
598,Vale do Sol,windows,Paid,1/12/23,1/12/23,,,,,
599,Porto Seguro,android web,Paid,1/22/23,1/23/23,,,,,
600,Vale do Sol,android web,Paid,1/13/23,1/16/23,1/17/23,1/31/23,Lexus,GS,2001.0
601,Vale do Sol,android web,Organic,1/7/23,1/8/23,1/17/23,,Mercedes-Benz,GL-Class,2010.0
602,Vila Rica,mac,Referral,1/24/23,1/27/23,2/11/23,,Lexus,IS,2002.0
603,Vale do Sol,windows,Referral,1/24/23,,,,,,
604,Vila Rica,ios web,Paid,1/8/23,,,,,,
605,Vale do Sol,mac,Referral,1/10/23,1/12/23,,,,,
606,Vila Rica,android web,Paid,1/21/23,1/23/23,,,,,
607,Vila Rica,other,Referral,1/15/23,,,,,,
608,Porto Seguro,ios web,Referral,1/16/23,1/16/23,,,,,
609,Vale do Sol,ios web,Organic,1/29/23,,,,,,
610,Vale do Sol,ios web,Referral,1/15/23,1/25/23,,,,,
611,Porto Seguro,android web,Paid,1/5/23,1/11/23,,,,,
612,Vale do Sol,windows,Organic,1/24/23,1/25/23,,,,,
613,Porto Seguro,mac,Paid,1/25/23,,,,,,
614,Porto Seguro,ios web,Paid,1/27/23,,,,,,
615,Vale do Sol,ios web,Paid,1/5/23,1/6/23,1/9/23,,Infiniti,M,2011.0
616,Vale do Sol,android web,Paid,1/29/23,,,,,,
617,Vale do Sol,android web,Referral,1/21/23,,,,,,
618,Vale do Sol,mac,Paid,1/26/23,1/26/23,,,,,
619,Vila Rica,android web,Organic,1/1/23,1/1/23,1/1/23,1/1/23,Kia,Soul,2013.0
620,Vale do Sol,ios web,Organic,1/5/23,1/6/23,1/8/23,,Lexus,RX,2016.0
621,Porto Seguro,other,Referral,1/7/23,1/7/23,,,,,
622,Vale do Sol,other,Paid,1/7/23,1/11/23,,,,,
623,Vale do Sol,android web,Paid,1/22/23,1/23/23,1/27/23,,Chevrolet,Cruze,2012.0
624,Vila Rica,windows,Referral,1/29/23,,,,,,
625,Porto Seguro,ios web,Paid,1/6/23,1/9/23,,,,,
626,Porto Seguro,windows,Organic,1/12/23,1/16/23,,,,,
627,Vale do Sol,android web,Paid,1/23/23,1/23/23,,,,,
628,Porto Seguro,mac,Paid,1/29/23,1/30/23,,,,,
629,Vila Rica,ios web,Paid,1/24/23,1/24/23,1/26/23,2/22/23,Subaru,Outback,2006.0
630,Vale do Sol,android web,Organic,1/13/23,1/13/23,,,,,
631,Porto Seguro,ios web,Referral,1/3/23,,,,,,
632,Vale do Sol,android web,Paid,1/10/23,1/10/23,,,,,
633,Vale do Sol,ios web,Paid,1/8/23,1/8/23,1/8/23,,Jaguar,S-Type,2003.0
634,Vila Rica,mac,Organic,1/18/23,1/25/23,,,,,
635,Vila Rica,ios web,Paid,1/17/23,,,,,,
636,Porto Seguro,ios web,Organic,1/21/23,1/21/23,1/25/23,1/28/23,Mercedes-Benz,S-Class,2007.0
637,Vale do Sol,ios web,Referral,1/7/23,1/10/23,,,,,
638,Vila Rica,windows,Paid,1/7/23,,,,,,
639,Vale do Sol,android web,Paid,1/8/23,,,,,,
640,Vale do Sol,android web,Organic,1/24/23,1/24/23,,,,,
641,Vale do Sol,windows,Organic,1/13/23,1/13/23,,,,,
642,Porto Seguro,ios web,Organic,1/20/23,,,,,,
643,Porto Seguro,ios web,Paid,1/22/23,,,,,,
644,Vale do Sol,windows,Referral,1/13/23,1/13/23,,,,,
645,Vale do Sol,other,Referral,1/21/23,,,,,,
646,Vila Rica,ios web,Paid,1/11/23,,,,,,
647,Vale do Sol,android web,Organic,1/30/23,2/2/23,,,,,
648,Vale do Sol,mac,Organic,1/2/23,,,,,,
649,Porto Seguro,other,Organic,1/11/23,,,,,,
650,Vila Rica,android web,Organic,1/31/23,,,,,,
651,Vale do Sol,ios web,Paid,1/29/23,,,,,,
652,Vale do Sol,android web,Referral,1/15/23,1/17/23,1/21/23,1/22/23,Ford,Fusion,2016.0
653,Vale do Sol,ios web,Organic,1/23/23,1/23/23,1/25/23,,Toyota,Prius+,2014.0
654,Vila Rica,windows,Organic,1/7/23,,,,,,
655,Vila Rica,android web,Organic,1/18/23,,,,,,
656,Porto Seguro,mac,Referral,1/29/23,1/30/23,,,,,
657,Porto Seguro,android web,Paid,1/17/23,1/25/23,,,,,
658,Vale do Sol,ios web,Referral,1/1/23,1/3/23,,,,,
659,Vale do Sol,ios web,Organic,1/26/23,1/26/23,1/28/23,1/28/23,Volkswagen,Jetta,2013.0
660,Vila Rica,ios web,Paid,1/22/23,,,,,,
661,Vale do Sol,ios web,Organic,1/29/23,,,,,,
662,Vale do Sol,android web,Organic,1/13/23,1/13/23,1/24/23,1/25/23,Honda,Civic,2015.0
663,Vila Rica,ios web,Referral,1/25/23,1/28/23,2/11/23,,Toyota,Camry,2008.0
664,Porto Seguro,windows,Paid,1/29/23,1/31/23,,,,,
665,Porto Seguro,windows,Referral,1/18/23,1/21/23,1/30/23,,Mercedes-Benz,GLA-Class,2015.0
666,Vila Rica,ios web,Paid,1/4/23,1/4/23,1/10/23,,Honda,Civic,2016.0
667,Vale do Sol,mac,Referral,1/18/23,1/26/23,1/27/23,1/28/23,Kia,Rio,2016.0
668,Porto Seguro,android web,Referral,1/15/23,1/19/23,,,,,
669,Vale do Sol,windows,Referral,1/28/23,1/28/23,,,,,
670,Vale do Sol,mac,Paid,1/16/23,,,,,,
671,Vale do Sol,mac,Paid,1/18/23,1/20/23,,,,,
672,Vila Rica,android web,Paid,1/1/23,1/3/23,,,,,
673,Porto Seguro,windows,Referral,1/13/23,,,,,,
674,Vale do Sol,android web,Referral,1/19/23,1/23/23,,,,,
675,Vila Rica,windows,Referral,1/1/23,1/1/23,1/1/23,1/1/23,Kia,Optima,2014.0
676,Vila Rica,ios web,Referral,1/8/23,1/9/23,,,,,
677,Vale do Sol,mac,Referral,1/3/23,1/5/23,,,,,
678,Vila Rica,ios web,Referral,1/1/23,1/1/23,1/1/23,1/3/23,Ford,F-150,2012.0
679,Vila Rica,windows,Paid,1/30/23,1/31/23,2/6/23,,Honda,CR-V,2010.0
680,Vale do Sol,other,Paid,1/9/23,,,,,,
681,Vale do Sol,ios web,Paid,1/22/23,,,,,,
682,Vila Rica,windows,Organic,1/14/23,1/17/23,1/27/23,1/30/23,Jeep,Patriot,2016.0
683,Vale do Sol,android web,Referral,1/14/23,,,,,,
684,Vila Rica,ios web,Paid,1/15/23,,,,,,
685,Vale do Sol,android web,Referral,1/12/23,,,,,,
686,Vale do Sol,ios web,Paid,1/15/23,,,,,,
687,Vale do Sol,android web,Paid,1/11/23,1/13/23,1/15/23,,Subaru,Impreza,2012.0
688,Porto Seguro,android web,Paid,1/5/23,1/5/23,,,,,
689,Vale do Sol,ios web,Organic,1/4/23,,,,,,
690,Vila Rica,ios web,Paid,1/26/23,1/26/23,1/29/23,2/1/23,Volkswagen,Jetta,2012.0
691,Vale do Sol,ios web,Referral,1/23/23,1/25/23,1/27/23,2/1/23,Ford,C-Max Hybrid,2014.0
692,Vale do Sol,ios web,Referral,1/18/23,1/19/23,1/20/23,1/20/23,Honda,Civic,2012.0
693,Vila Rica,windows,Paid,1/4/23,1/5/23,1/5/23,,Ford,Edge,2015.0
694,Vila Rica,android web,Referral,1/17/23,,,,,,
695,Vale do Sol,android web,Organic,1/14/23,1/14/23,,,,,
696,Vale do Sol,android web,Organic,1/11/23,,,,,,
697,Vale do Sol,ios web,Referral,1/27/23,1/28/23,,,,,
698,Vale do Sol,ios web,Referral,1/14/23,1/16/23,,,,,
699,Vila Rica,ios web,Referral,1/10/23,1/10/23,,,,,
700,Vale do Sol,mac,Referral,1/13/23,1/14/23,,,,,
701,Vila Rica,mac,Paid,1/12/23,,,,,,
702,Vila Rica,android web,Referral,1/8/23,,,,,,
703,Porto Seguro,mac,Paid,1/2/23,,,,,,
704,Vale do Sol,windows,Paid,1/11/23,,,,,,
705,Vale do Sol,ios web,Paid,1/21/23,,,,,,
706,Vila Rica,ios web,Referral,1/1/23,,,,,,
707,Vila Rica,ios web,Organic,1/24/23,,,,,,
708,Vale do Sol,mac,Referral,1/17/23,,,,,,
709,Vila Rica,ios web,Paid,1/29/23,,,,,,
710,Vale do Sol,android web,Referral,1/30/23,,,,,,
711,Vale do Sol,windows,Referral,1/15/23,,,,,,
712,Vale do Sol,windows,Organic,1/12/23,1/12/23,1/17/23,2/6/23,Honda,CR-V,2007.0
713,Vale do Sol,ios web,Paid,1/16/23,,,,,,
714,Vale do Sol,ios web,Organic,1/24/23,1/24/23,1/24/23,,Toyota,Prius V,2015.0
715,Vale do Sol,ios web,Referral,1/20/23,,,,,,
716,Vila Rica,windows,Referral,1/3/23,,,,,,
717,Vale do Sol,other,Paid,1/28/23,1/31/23,,,,,
718,Vale do Sol,android web,Paid,1/20/23,,,,,,
719,Vale do Sol,ios web,Organic,1/29/23,1/29/23,,,,,
720,Vale do Sol,android web,Paid,1/26/23,1/27/23,,,,,
721,Porto Seguro,windows,Organic,1/13/23,,,,,,
722,Vila Rica,ios web,Organic,1/6/23,1/8/23,,,,,
723,Vale do Sol,ios web,Organic,1/19/23,,,,,,
724,Vila Rica,windows,Organic,1/11/23,,,,,,
725,Vale do Sol,ios web,Organic,1/1/23,1/1/23,1/2/23,1/15/23,Toyota,RAV4,2012.0
726,Vila Rica,ios web,Paid,1/30/23,2/5/23,,,,,
727,Vila Rica,mac,Organic,1/3/23,1/3/23,,,,,
728,Vale do Sol,android web,Organic,1/22/23,1/22/23,,,,,
729,Vila Rica,android web,Paid,1/21/23,1/21/23,,,,,
730,Vila Rica,android web,Referral,1/19/23,,,,,,
731,Vila Rica,ios web,Paid,1/21/23,,,,,,
732,Porto Seguro,android web,Paid,1/5/23,,,,,,
733,Vale do Sol,android web,Paid,1/27/23,,,,,,
734,Vila Rica,windows,Organic,1/16/23,,,,,,
735,Vale do Sol,android web,Paid,1/31/23,1/31/23,,,,,
736,Vale do Sol,ios web,Referral,1/24/23,1/25/23,1/28/23,2/1/23,Kia,Optima,2012.0
737,Vale do Sol,mac,Referral,1/25/23,1/25/23,1/26/23,,Scion,xB,2008.0
738,Vale do Sol,windows,Referral,1/15/23,1/17/23,1/23/23,2/28/23,Ford,Escape,2015.0
739,Vale do Sol,ios web,Referral,1/19/23,1/19/23,1/21/23,1/23/23,Toyota,Corolla,2014.0
740,Vila Rica,ios web,Organic,1/29/23,2/2/23,2/2/23,,Subaru,Forester,2002.0
741,Vale do Sol,android web,Referral,1/23/23,1/25/23,1/31/23,2/8/23,Toyota,Prius V,2015.0
742,Vila Rica,android web,Paid,1/29/23,1/29/23,,,,,
743,Vale do Sol,android web,Organic,1/8/23,,,,,,
744,Vila Rica,other,Referral,1/15/23,1/16/23,,,,,
745,Vale do Sol,ios web,Paid,1/28/23,1/29/23,1/30/23,1/31/23,Audi,Q7,2009.0
746,Vila Rica,ios web,Referral,1/24/23,,,,,,
